Index|순위|단어|품사|풀이|등급
5334|6677|정반대|명|正反對|C
5335|6680|조15|명|組|C
5336|6689|진동03|명|振動|C
5337|6707|추천03|명|推薦|C
5338|6720|학점|명|學點|C
5339|6721|한가하다02|형|閑暇-|C
5340|6730|환영하다|동|歡迎-|C
5341|6735|간접적|명|間接的|C
5342|6746|경영하다01|동|經營-|C
5343|6752|그리움|명||C
5344|6754|그사이|명||C
5345|6757|기념하다|동|記念-|C
5346|6770|대강02|부|大綱|C
5347|6775|독립하다|동|獨立-|C
5348|6779|들이마시다02|동|숨을 ~|C
5349|6780|뛰어오르다|동||C
5350|6790|문밖|명|門-|C
5351|6796|방송하다01|동|放送-|C
5352|6802|보충하다|동|補充-|C
5353|6812|불완전하다|형|不完全-|C
5354|6813|불평01|명|不平|C
5355|6815|붐비다|동||C
5356|6826|서명03|명|署名|C
5357|6830|손등01|명||C
5358|6842|역사학|명|歷史學|C
5359|6844|영03|부|~ 딴판이다|C
5360|6848|요리사|명|料理師|C
5361|6851|원02|감||C
5362|6852|원서05|명|願書|C
5363|6861|이론적|명|理論的|C
5364|6864|이제야|부||C
5365|6871|임신하다|동|妊娠-|C
5366|6876|자취01|명||C
5367|6877|잠그다01|동|서랍을 ~|C
5368|6880|장례02|명|葬禮|C
5369|6894|지금껏|부|只今-|C
5370|6896|지름길|명||C
5371|6897|지진02|명|地震|C
5372|6901|참석자|명|參席者|C
5373|6902|창구01|명|窓口|C
5374|6907|최저01|명|最低|C
5375|6915|코미디|명|comedy|C
5376|6918|튀기다01|동|물방울을 ~|C
5377|6926|필수02|명|必須|C
5378|6939|횟수|명|回數|C
5379|6941|흐리다01|동|물을 ~|C
5380|6942|가능|명|可能|C
5381|6946|값싸다|형||C
5382|6969|긴장감|명|緊張感|C
5383|6970|김01|명|~이 서리다|C
5384|6989|뒤편|명|-便|C
5385|6994|매달다|동||C
5386|6995|매주01|부|每週|C
5387|7002|문제되다|동|問題-|C
5388|7026|불이익|명|不利益|C
5389|7027|불필요하다|형|不必要-|C
5390|7034|산부인과|명|産婦人科|C
5391|7036|새우다01|동|밤을 ~|C
5392|7038|서명하다01|동|署名-|C
5393|7045|수02|명|방법|C
5394|7054|신부04|명|神父|C
5395|7057|쓸데없다|형||C
5396|7060|아스팔트|명|asphalt|C
5397|7061|아하|감||C
5398|7066|알코올|명|alcohol|C
5399|7079|요03|관|~ 근방|C
5400|7082|웃음소리|명||C
5401|7102|인쇄|명|印刷|C
5402|7107|잔디|명||C
5403|7110|전세07|명|傳貰|C
5404|7116|조깅|명|jogging|C
5405|7133|치다01|동|폭풍우가 ~|C
5406|7139|퇴직금|명|退職金|C
5407|7158|가만있다|동||C
5408|7160|간편하다|형|簡便-|C
5409|7161|감동적|명|感動的|C
5410|7185|교복01|명|校服|C
5411|7188|귀가하다01|동|歸家-|C
5412|7201|날아다니다|동||C
5413|7211|더더욱|부||C
5414|7225|마음씨|명||C
5415|7238|몸매|명||C
5416|7240|무관심|명|無關心|C
5417|7246|반짝이다|동||C
5418|7256|부인04|명|婦人|C
5419|7258|분주하다05|형|奔走-|C
5420|7264|비판적|명|批判的|C
5421|7266|뺏다|동||C
5422|7280|소중히|부|所重-|C
5423|7283|수도꼭지|명|水道-|C
5424|7292|싸구려|명||C
5425|7303|어찌나|부||C
5426|7304|엉터리|명||C
5427|7323|위법01|명|違法|C
5428|7325|육체적|명|肉體的|C
5429|7327|음력02|명|陰曆|C
5430|7353|잔디밭|명||C
5431|7355|저기02|감||C
5432|7358|전문직|명|專門職|C
5433|7366|제출02|명|提出|C
5434|7383|쪽03|의|부분|C
5435|7385|찌다05|동|떡을 ~|C
5436|7387|채점|명|採點|C
5437|7397|침착하다02|형|沈着-|C
5438|7398|캄캄하다|형||C
5439|7401|타자기|명|打字機|C
5440|7410|포인트|명|point|C
5441|7411|포크01|명|fork|C
5442|7417|한밤중|명|-中|C
5443|7430|효도01|명|孝道|C
5444|7453|관람객|명|觀覽客|C
5445|7459|귀가03|명|歸家|C
5446|7460|그리워하다|동||C
5447|7497|뒷문|명|-門|C
5448|7500|딸아이|명||C
5449|7505|만족스럽다|형|滿足-|C
5450|7516|미움|명||C
5451|7518|바가지01|명||C
5452|7521|발끝|명||C
5453|7524|병실02|명|病室|C
5454|7527|봉사하다01|동|奉仕-|C
5455|7536|비행장|명|飛行場|C
5456|7564|습기02|명|濕氣|C
5457|7583|예보|명|豫報|C
5458|7588|용감하다|형|勇敢-|C
5459|7594|위험성|명|危險性|C
5460|7599|익다02|형|손에 ~|C
5461|7606|재학02|명|在學|C
5462|7610|전기12|명|傳記|C
5463|7612|전시하다01|동|展示-|C
5464|7616|정기적|명|定期的|C
5465|7619|종교적|명|宗敎的|C
5466|7620|주관적|명|主觀的|C
5467|7629|직장인|명|職場人|C
5468|7630|진심01|명|眞心|C
5469|7643|천국01|명|天國|C
5470|7651|큰절01|명||C
5471|7663|학과01|명|學科|C
5472|7678|후회01|명|後悔|C
5473|7683|강조02|명|强調|C
5474|7687|게시판|명|揭示板|C
5475|7696|공통점|명|共通點|C
5476|7701|과외|명|課外|C
5477|7703|교내01|명|校內|C
5478|7705|구15|명|區|C
5479|7728|내적01|명|內的|C
5480|7753|뜨다03|동|떠나다|C
5481|7756|마라톤|명|marathon|C
5482|7759|매스컴|명|mass communication|C
5483|7767|무08|명|無|C
5484|7769|묵다02|동|머무르다|C
5485|7778|밤새02|명|~ 안녕하셨습니까|C
5486|7784|별일|명|別-|C
5487|7785|보내오다|동||C
5488|7789|부채01|명||C
5489|7791|불법02|명|佛法|C
5490|7800|사업가|명|事業家|C
5491|7811|세상에|감|世上-|C
5492|7816|수고01|명||C
5493|7823|시금치|명||C
5494|7828|신청서|명|申請書|C
5495|7836|아랫사람|명||C
5496|7840|앨범|명|album|C
5497|7841|양05|명|羊|C
5498|7848|여전하다|형|如前-|C
5499|7853|영남|명|嶺南|C
5500|7857|옥상03|명|屋上|C
5501|7868|위06|명|胃|C
5502|7884|일자리|명||C
5503|7890|자매03|명|姉妹|C
5504|7900|전시장|명|展示場|C
5505|7904|절약|명|節約|C
5506|7907|정오01|명|正午|C
5507|7909|제대하다|동|除隊-|C
5508|7918|즉석|명|卽席|C
5509|7920|지방09|명|脂肪|C
5510|7924|차차01|부|次次|C
5511|7930|추측|명|推測|C
5512|7933|충고|명|忠告|C
5513|7943|턱04|의|알 ~이 없다|C
5514|7946|팩시밀리|명|facsimile|C
5515|7956|한낮|명||C
5516|7971|가득히|부||C
5517|7977|간호|명|看護|C
5518|7979|갑05|명|匣|C
5519|7984|건너01|명||C
5520|7985|걷다04|동|빨래를 ~|C
5521|7987|겁나다02|동|怯-|C
5522|8018|금메달|명|金medal|C
5523|8033|눈감다|동||C
5524|8034|눈뜨다|동||C
5525|8043|대입01|명|大入|C
5526|8045|도마01|명||C
5527|8050|동화책|명|童話冊|C
5528|8054|땅바닥|명||C
5529|8064|모집하다|동|募集-|C
5530|8076|밤색|명|-色|C
5531|8079|배우자02|명|配偶者|C
5532|8120|속상하다02|형|-傷-|C
5533|8126|수만|관|數萬|C
5534|8129|수입되다02|동|輸入-|C
5535|8130|수입품02|명|輸入品|C
5536|8140|식기01|명|食器|C
5537|8146|싼값|명||C
5538|8153|안04|명|案|C
5539|8154|안부01|명|安否|C
5540|8157|양주04|명|洋酒|C
5541|8168|영화배우|명|映畵俳優|C
5542|8173|용서01|명|容恕|C
5543|8177|우편04|명|郵便|C
5544|8205|정장04|명|正裝|C
5545|8210|좁히다01|동||C
5546|8212|좋아|감||C
5547|8218|죽03|부|줄을 ~ 긋다|C
5548|8224|지워지다|동||C
5549|8225|지저분하다|형||C
5550|8226|진통01|명|陣痛|C
5551|8229|찬성하다|동|贊成-|C
5552|8231|참석|명|參席|C
5553|8238|최고급|명|最高級|C
5554|8239|최상02|명|最上|C
5555|8240|최악|명|最惡|C
5556|8242|출국|명|出國|C
5557|8246|친해지다|동|親-|C
5558|8248|코끝|명||C
5559|8275|햄04|명|ham|C
5560|8286|가로수|명|街路樹|C
5561|8296|개다01|동|날이 ~|C
5562|8305|고급스럽다|형|高級-|C
5563|8307|고소하다01|형|맛이 ~|C
5564|8313|공주01|명|公主|C
5565|8322|깨어지다|동||C
5566|8342|대여섯|관||C
5567|8349|되돌아보다|동||C
5568|8369|무용가|명|舞踊家|C
5569|8377|반기다|동||C
5570|8400|붓다01|동|얼굴이 ~|C
5571|8401|비19|명|碑|C
5572|8411|사투리|명||C
5573|8416|상금04|명|賞金|C
5574|8438|수저01|명||C
5575|8444|식욕|명|食慾|C
5576|8457|앞바다|명||C
5577|8458|얄밉다|형||C
5578|8459|양상추|명|洋-|C
5579|8471|연기하다01|동|延期-|C
5580|8478|온라인|명|on-line|C
5581|8481|외갓집|명|外家-|C
5582|8489|유능하다|형|有能-|C
5583|8493|유적지|명|遺跡地|C
5584|8500|응답하다|동|應答-|C
5585|8503|이롭다02|형|利-|C
5586|8518|입사04|명|入社|C
5587|8520|자01|명|~로 재다|C
5588|8527|재활용|명|再活用|C
5589|8539|제삿날|명|祭祀-|C
5590|8546|주름살|명||C
5591|8561|참고하다|동|參考-|C
5592|8568|철학적|명|哲學的|C
5593|8572|초대04|명|初代|C
5594|8579|추천하다02|동|推薦-|C
5595|8598|판매되다|동|販賣-|C
5596|8600|편05|의|기차 ~|C
5597|8602|포근하다|형||C
5598|8605|하나님|명||C
5599|8610|학력02|명|學歷|C
5600|8613|한정하다01|동|限定-|C
5601|8619|향상되다|동|向上-|C
5602|8645|가톨릭|명|Catholic|C
5603|8659|건조하다02|형|乾燥-|C
5604|8660|걷기|명||C
5605|8673|공통|명|共通|C
5606|8674|과거02|명|科擧|C
5607|8682|국가적|명|國家的|C
5608|8685|귓속|명||C
5609|8686|그래픽|명|graphic|C
5610|8687|근교|명|近郊|C
5611|8690|기초적|명|基礎的|C
5612|8704|다양성|명|多樣性|C
5613|8710|대상자03|명|對象者|C
5614|8718|동그라미|명||C
5615|8727|떠나오다|동||C
5616|8731|레이저|명|laser|C
5617|8768|보수적|명|保守的|C
5618|8779|불확실하다|형|不確實-|C
5619|8781|비만01|명|肥滿|C
5620|8785|빗방울|명||C
5621|8791|사회자|명|司會者|C
5622|8812|손수01|부||C
5623|8822|시들다|동||C
5624|8823|시디01|명|콤팩트디스크|C
5625|8826|신사16|명|紳士|C
5626|8832|쓸데없이|부||C
5627|8840|야하다01|형|冶-|C
5628|8845|어쩌다가|부||C
5629|8866|온종일|명|-終日|C
5630|8869|왕비|명|王妃|C
5631|8875|운반02|명|運搬|C
5632|8906|장모님|명|丈母-|C
5633|8914|저울01|명||C
5634|8943|지폐|명|紙幣|C
5635|8945|진실로|부|眞實-|C
5636|8952|촛불|명||C
5637|8956|출퇴근|명|出退勤|C
5638|8967|통역|명|通譯|C
5639|8978|표시하다02|동|標示-|C
5640|8982|하04|명|下|C
5641|8985|한데03|부||C
5642|8997|혼잣말|명||C
5643|9002|효도하다|동|孝道-|C
5644|9013|힘없이|부||C
5645|9030|건넌방|명|-房|C
5646|9044|곧이어|부||C
5647|9047|공기07|명|空器|C
5648|9052|굉장하다|형|宏壯-|C
5649|9066|기업인|명|企業人|C
5650|9069|긴장되다|동|緊張-|C
5651|9072|깨끗해지다|동||C
5652|9075|낚싯대|명||C
5653|9080|냇물|명||C
5654|9082|단골01|명||C
5655|9091|대01|명|줄기|C
5656|9095|더러워지다|동||C
5657|9101|데우다01|동||C
5658|9105|동그랗다|형||C
5659|9114|뛰어나오다|동||C
5660|9115|레저|명|leisure|C
5661|9116|로터리|명|rotary|C
5662|9129|무덥다|형||C
5663|9136|뭘01|감||C
5664|9144|반대편|명|反對便|C
5665|9145|발바닥|명||C
5666|9146|발톱|명||C
5667|9148|밝아지다|동||C
5668|9169|분명해지다|동|分明-|C
5669|9179|산길02|명|山-|C
5670|9208|수업03|명|修業|C
5671|9231|심각해지다|동|深刻-|C
5672|9233|싹02|부||C
5673|9238|씻기다01|동|비에 ~|C
5674|9241|안심하다|동|安心-|C
5675|9247|약01|명|~이 오르다|C
5676|9248|약수04|명|藥水|C
5677|9249|약품|명|藥品|C
5678|9251|양보03|명|讓步|C
5679|9252|양옆|명|兩-|C
5680|9257|어쩜|부||C
5681|9263|여왕|명|女王|C
5682|9265|연기되다01|동|延期-|C
5683|9275|올라타다|동||C
5684|9296|이다음|명||C
5685|9317|잡수다|동||C
5686|9319|장사꾼|명||C
5687|9340|주일03|의|週日|C
5688|9354|집중하다02|동|集中-|C
5689|9357|짜증스럽다|형||C
5690|9364|천재03|명|天才|C
5691|9371|초여름|명|初-|C
5692|9372|초저녁|명|初-|C
5693|9377|충돌하다|동|衝突-|C
5694|9380|코트03|명|court|C
5695|9395|피곤|명|疲困|C
5696|9398|학비|명|學費|C
5697|9407|해11|명|害|C
5698|9421|효자01|명|孝子|C
5699|9431|감소되다|동|減少-|C
5700|9433|강변01|명|江邊|C
5701|9462|공연되다|동|公演-|C
5702|9474|괴로워하다|동||C
5703|9475|교시03|의|校時|C
5704|9484|그리로|부||C
5705|9498|까먹다|동||C
5706|9501|깡패|명|-牌|C
5707|9503|꾸다02|동|돈을 ~|C
5708|9505|낚시꾼|명||C
5709|9517|다양해지다|동|多樣-|C
5710|9537|등록하다01|동|登錄-|C
5711|9541|뛰놀다|동||C
5712|9544|라켓|명|racket|C
5713|9546|리터01|의|liter|C
5714|9547|마요네즈|명|&프mayonnaise|C
5715|9549|만세04|명|萬歲|C
5716|9551|만화가|명|漫畵家|C
5717|9552|맘대로|부|마음대로|C
5718|9554|머리말|명||C
5719|9555|면접|명|面接|C
5720|9558|몸속|명||C
5721|9563|무책임하다|형|無責任-|C
5722|9570|반짝거리다|동||C
5723|9572|밤새우다|동||C
5724|9578|번지03|명|番地|C
5725|9611|사립04|명|私立|C
5726|9612|사생활|명|私生活|C
5727|9615|사이사이|명||C
5728|9631|생활수준|명|生活水準|C
5729|9632|서툴다|형||C
5730|9634|석사01|명|碩士|C
5731|9637|성당03|명|聖堂|C
5732|9645|속마음|명||C
5733|9647|손잡다|동||C
5734|9653|숙녀|명|淑女|C
5735|9655|순하다02|형|順-|C
5736|9658|시댁|명|媤宅|C
5737|9666|신체적|명|身體的|C
5738|9675|쓴맛|명||C
5739|9685|야옹01|부||C
5740|9690|얼마간|명|-間|C
5741|9709|올여름|명||C
5742|9713|외제05|명|外製|C
5743|9719|욕하다|동|辱-|C
5744|9730|음반|명|音盤|C
5745|9732|의논|명|議論|C
5746|9734|이래서|불|이리하여서|C
5747|9748|자살하다01|동|自殺-|C
5748|9749|자연적|명|自然的|C
5749|9751|장례식|명|葬禮式|C
5750|9755|재수03|명|財數|C
5751|9762|전구10|명|電球|C
5752|9765|전문점|명|專門店|C
5753|9767|전통문화|명|傳統文化|C
5754|9783|주전자|명|酒煎子|C
5755|9788|지우다05|동|짐을 ~|C
5756|9800|찬성01|명|贊成|C
5757|9813|촌스럽다|형|村-|C
5758|9817|컨디션|명|condition|C
5759|9819|코스모스01|명|cosmos|C
5760|9825|토론자|명|討論者|C
5761|9829|튼튼히|부||C
5762|9838|페인트02|명|paint|C
5763|9842|평상시|명|平常時|C
5764|9853|학교생활|명|學校生活|C
5765|9859|해물|명|海物|C
5766|9871|형05|명|型|C
5767|9876|혼나다|동|魂-|C
5768|9888|가만|부||C
5769|9892|감정적01|명|感情的|C
5770|9894|강북|명|江北|C
5771|9911|고무신|명||C
5772|9923|관람|명|觀覽|C
5773|9930|교외01|명|郊外|C
5774|9931|교육비|명|敎育費|C
5775|9942|금02|명|~을 긋다|C
5776|9945|기억되다|동|記憶-|C
5777|9949|까다01|동|마늘을 ~|C
5778|9951|꽃씨|명||C
5779|9952|꾸준하다|형||C
5780|9957|난방02|명|暖房|C
5781|9963|내용물|명|內容物|C
5782|9966|녹화03|명|錄畵|C
5783|9979|달다04|동|무게를 ~|C
5784|9992|뒷골목|명||C
5785|9994|들어주다|동||C
5786|9996|따로따로01|부||C
5787|9999|뛰어놀다|동||C
5788|10002|라이벌|명|rival|C
5789|10013|매번|부|每番|C
5790|10015|먹다01|동|귀를 ~|C
5791|10024|무관심하다|형|無關心-|C
5792|10027|무사하다04|형|無事-|C
5793|10051|번역하다|동|飜譯-|C
5794|10058|병아리|명||C
5795|10070|부피|명||C
5796|10077|비기다01|동||C
5797|10093|생활용품|명|生活用品|C
5798|10106|섹시하다|형|sexy-|C
5799|10110|소비하다|동|消費-|C
5800|10119|수리하다02|동|修理-|C
5801|10131|식료품|명|食料品|C
5802|10132|식히다|동||C
5803|10138|씻기다02|동|아이를 ~|C
5804|10149|얼리다03|동|물을 ~|C
5805|10168|올가을|명||C
5806|10169|와이셔츠|명|white shirts|C
5807|10184|윗사람|명||C
5808|10193|이민03|명|移民|C
5809|10194|이성10|명|異性|C
5810|10198|인제01|명||C
5811|10204|입사하다04|동|入社-|C
5812|10218|재우다01|동|고기를 양념에 ~|C
5813|10226|전시되다|동|展示-|C
5814|10242|졸리다01|동|자고 싶다|C
5815|10243|졸음01|명||C
5816|10247|주문03|명|呪文|C
5817|10254|지능|명|知能|C
5818|10265|쩔쩔매다|동||C
5819|10273|철02|명|~이 들다|C
5820|10280|추가되다|동|追加-|C
5821|10286|치료법|명|治療法|C
5822|10287|치우다01|보||C
5823|10295|큰아들|명||C
5824|10311|특급02|명|特級|C
5825|10321|풀어지다|동||C
5826|10329|한겨울|명||C
5827|10331|한평생01|명|-平生|C
5828|10333|해수욕장|명|海水浴場|C
5829|10337|허허01|부||C
5830|10343|호실01|명|號室|C
5831|10355|흐려지다|동||C
5832|10356|희망하다|동|希望-|C
5833|10357|힘들어하다|동||C
5834|10371|강의하다02|동|講義-|C
5835|10400|공연하다02|동|公演-|C
5836|10419|귤|명|橘|C
5837|10449|내과01|명|內科|C
5838|10517|무지개|명||C
5839|10519|문법01|명|文法|C
5840|10549|볶음|명||C
5841|10551|볼링|명|bowling|C
5842|10565|비둘기|명||C
5843|10592|생활비|명|生活費|C
5844|10637|시대적|명|時代的|C
5845|10669|앞문|명|-門|C
5846|10731|인도02|명|보도|C
5847|10822|추가하다|동|追加-|C
5848|10840|탁구|명|卓球|C
5849|10903|현대적|명|現代的|C
5850|11040|늦가을|명||C
5851|11104|못생기다|형||C
5852|11308|영화관01|명|映畵館|C
5853|11311|예술적|명|藝術的|C
5854|11360|장모01|명|丈母|C
5855|11478|튀김01|명||C
5856|11578|고궁01|명|古宮|C
5857|11684|단추01|명||C
5858|11691|대중적|명|大衆的|C
5859|11768|미역02|명||C
5860|11775|반말|명|半-|C
5861|11819|분홍색|명|粉紅色|C
5862|12048|작은아버지|명||C
5863|12141|초순01|명|初旬|C
5864|12175|퇴원하다|동|退院-|C
5865|12197|하순01|명|下旬|C
5866|12347|기혼02|명|旣婚|C
5867|12423|도장17|명|圖章|C
5868|12569|삼계탕|명|蔘鷄湯|C
5869|12720|예약하다|동|豫約-|C
5870|12913|천둥|명||C
5871|12961|퇴원01|명|退院|C
5872|13080|게으르다|형||C
5873|13162|기념품|명|記念品|C
5874|13214|단풍01|명|丹楓|C
5875|13326|문학적|명|文學的|C
5876|13330|미끄럽다|형||C
5877|13378|복숭아|명||C
5878|13623|외아들|명||C
5879|13715|장인02|명|丈人|C
5880|14242|동서남북|명|東西南北|C
5881|14690|외할아버지|명|外-|C
5882|14774|입국02|명|入國|C
5883|14922|체육관|명|體育館|C
5884|14932|최소01|명|最小|C
5885|14950|칼국수|명||C
5886|14960|큰아버지|명||C
5887|15251|국민적|명|國民的|C
5888|15255|국제선|명|國際線|C
5889|15425|동양인|명|東洋人|C
5890|15800|안과02|명|眼科|C
5891|15879|예식장|명|禮式場|C
5892|15942|월세|명|月貰|C
5893|16173|진찰02|명|診察|C
5894|16252|큰딸|명||C
5895|16464|결석01|명|缺席|C
5896|16709|독감01|명|毒感|C
5897|16935|보라색|명|-色|C
5898|17294|연두색|명|軟豆色|C
5899|17329|온돌|명|溫突|C
5900|17710|출입국|명|出入國|C
5901|17752|클래식|명|classic|C
5902|17797|팝송|명|pop song|C
5903|17800|팩스|명|fax|C
5904|18114|국내선|명|國內線|C
5905|18402|떡국|명||C
5906|18933|시외버스|명|市外bus|C
5907|19003|야구장|명|野球場|C
5908|19302|작은아들|명||C
5909|19306|잠자리02|명|곤충|C
5910|19808|형수01|명|兄嫂|C
5911|20077|관광버스|명|觀光bus|C
5912|20155|그저께|명||C
5913|20268|냉방|명|冷房|C
5914|20303|눈병|명|-病|C
5915|20677|배추김치|명||C
5916|20933|색연필|명|色鉛筆|C
5917|21016|소아과|명|小兒科|C
5918|21230|양력02|명|陽曆|C
5919|21595|작은어머니|명||C
5920|21959|축구장|명|蹴球場|C
5921|22156|한글날|명||C
5922|22159|한식04|명|韓食|C
5923|22829|넉01|관|~ 달|C
5924|23452|복사기|명|複寫機|C
5925|24058|아드님|명||C
5926|25684|결석하다|동|缺席-|C
